write_read_fraction,num_key,data_size,write_average,read_average,ninety_five_write,ninety_five_read,total_time
0.7000,4.0000,256.0000,1588.5060,1584.1004,1237.0000,1238.5000,15934374.0000
0.7000,4.0000,512.0000,1665.8275,1640.7396,1313.5000,1273.0000,16568229.0000
0.7000,4.0000,1024.0000,1591.7574,1569.1022,1282.5000,1263.5000,15843172.0000
0.7000,4.0000,2048.0000,1629.9557,1638.0422,1288.0000,1275.5000,16455305.0000
0.7000,4.0000,4096.0000,1813.6456,1814.9917,1346.0000,1340.5000,18240153.0000
0.7000,8.0000,32.0000,1583.2514,1575.7385,1243.0000,1240.0000,15865588.0000
0.7000,8.0000,64.0000,1589.3669,1586.4246,1271.0000,1268.5000,15954631.0000
0.7000,8.0000,128.0000,1630.2452,1612.1636,1249.5000,1260.0000,16254589.0000
0.7000,8.0000,256.0000,1731.6446,1755.8688,1337.0000,1279.0000,17565066.0000
0.7000,8.0000,512.0000,1704.8556,1733.5287,1298.0000,1302.5000,17325268.0000
0.7000,8.0000,1024.0000,1676.3447,1663.4255,1312.0000,1292.0000,16752466.0000
0.7000,8.0000,2048.0000,1637.8205,1625.3201,1359.5000,1320.0000,16386379.0000
0.7000,8.0000,4096.0000,1684.3364,1650.3882,1369.0000,1323.0000,16706719.0000
0.7000,16.0000,32.0000,1545.9476,1530.5921,1229.5000,1233.0000,15426713.0000
0.7000,16.0000,64.0000,1575.1576,1547.8671,1242.5000,1249.5000,15633754.0000
0.7000,16.0000,128.0000,1573.3217,1547.3414,1283.0000,1229.5000,15627032.0000
0.7000,16.0000,256.0000,1578.6021,1568.9308,1266.0000,1246.0000,15791777.0000
0.7000,16.0000,512.0000,1608.6300,1589.4542,1286.0000,1287.0000,16027408.0000
0.7000,16.0000,1024.0000,1555.4310,1525.6259,1262.5000,1239.0000,15427018.0000
0.7000,16.0000,2048.0000,1571.0007,1554.6050,1281.0000,1271.0000,15694254.0000
0.7000,16.0000,4096.0000,1749.9013,1713.6266,1371.0000,1329.5000,17327164.0000
0.7000,32.0000,32.0000,1499.8554,1494.5443,1231.0000,1205.5000,15032429.0000
0.7000,32.0000,64.0000,1568.0889,1555.0010,1251.0000,1241.5000,15657673.0000
0.7000,32.0000,128.0000,1676.0722,1681.7183,1303.0000,1239.5000,16873013.0000
0.7000,32.0000,256.0000,1562.8665,1531.4133,1281.0000,1255.0000,15481513.0000
0.7000,32.0000,512.0000,1574.4115,1574.0624,1299.5000,1269.0000,15817524.0000
0.7000,32.0000,1024.0000,1599.5679,1568.1686,1246.5000,1280.0000,15851901.0000
0.7000,32.0000,2048.0000,1715.1818,1724.8882,1359.0000,1350.5000,17315453.0000
0.7000,32.0000,4096.0000,1827.9056,1834.9822,1435.5000,1383.5000,18428207.0000
0.9000,2.0000,32.0000,1670.6223,1620.7422,NaN,1252.5000,16335628.0000
0.9000,2.0000,64.0000,1556.9749,1516.5091,NaN,1214.5000,15283727.0000
0.9000,2.0000,128.0000,1595.7140,1554.5230,NaN,1255.5000,15659808.0000
0.9000,2.0000,256.0000,1577.0656,1514.1664,NaN,1235.0000,15275651.0000
0.9000,2.0000,512.0000,1641.2305,1551.2661,NaN,1259.5000,15678181.0000
0.9000,2.0000,1024.0000,1631.0901,1563.0323,NaN,1262.5000,15777087.0000
