write_read_fraction,num_key,data_size,write_average,read_average,ninety_five_write,ninety_five_read,total_time
0.5000,32.0000,128.0000,1690.9068,1702.7331,1296.0000,1288.5000,17047206.0000
0.5000,32.0000,256.0000,1710.2695,1727.1851,1295.0000,1322.0000,17262337.0000
0.5000,32.0000,512.0000,1682.3476,1695.4609,1326.5000,1323.5000,16968090.0000
0.5000,32.0000,1024.0000,1699.1762,1692.3489,1338.0000,1312.0000,17041005.0000
0.5000,32.0000,2048.0000,1723.4164,1755.9405,1365.0000,1386.5000,17493139.0000
0.5000,32.0000,4096.0000,1740.8126,1765.3871,1382.5000,1396.5000,17629121.0000
0.7000,2.0000,32.0000,1631.4295,1653.9344,1212.0000,1272.5000,16556037.0000
0.7000,2.0000,64.0000,1647.4873,1662.0562,1285.0000,1295.5000,16660747.0000
0.7000,2.0000,128.0000,1630.5818,1633.1340,1285.5000,1290.5000,16402562.0000
0.7000,2.0000,256.0000,1636.3533,1638.2303,1292.5000,1300.0000,16456211.0000
0.7000,2.0000,512.0000,1666.6075,1647.6532,1305.0000,1298.5000,16615545.0000
0.7000,2.0000,1024.0000,1661.4465,1664.5925,1333.0000,1312.5000,16725167.0000
0.7000,2.0000,2048.0000,1739.6823,1739.5229,1391.0000,1369.5000,17496074.0000
0.7000,2.0000,4096.0000,1814.2828,1834.5683,1456.0000,1424.5000,18387346.0000
0.7000,4.0000,32.0000,1725.5360,1738.7380,1350.0000,1314.5000,17431291.0000
0.7000,4.0000,64.0000,1645.3677,1640.7294,1288.5000,1270.0000,16506360.0000
0.7000,4.0000,128.0000,1636.3649,1630.2135,1296.5000,1276.0000,16403801.0000
0.7000,4.0000,256.0000,1751.3760,1769.9823,1336.5000,1330.5000,17723891.0000
0.7000,4.0000,512.0000,1725.5363,1715.9282,1337.5000,1311.5000,17275741.0000
0.7000,4.0000,1024.0000,1822.8304,1820.4343,1350.5000,1356.0000,18293277.0000
0.7000,4.0000,2048.0000,1738.4035,1739.4927,1375.5000,1355.5000,17493449.0000
0.7000,4.0000,4096.0000,1820.9630,1850.3042,1441.0000,1422.5000,18519379.0000
0.7000,8.0000,32.0000,1629.2861,1621.3062,1296.0000,1275.0000,16319735.0000
0.7000,8.0000,64.0000,1643.3319,1651.2759,1301.5000,1279.0000,16572950.0000
0.7000,8.0000,128.0000,1697.7465,1694.2371,1322.0000,1306.5000,17033698.0000
0.7000,8.0000,256.0000,1668.0073,1666.1449,1318.5000,1320.0000,16749364.0000
0.7000,8.0000,512.0000,1655.2751,1661.9075,1317.5000,1322.5000,16678713.0000
0.7000,8.0000,1024.0000,1698.0327,1685.1110,1357.0000,1350.0000,16972856.0000
0.7000,8.0000,2048.0000,1726.7184,1728.4719,1378.5000,1386.5000,17379126.0000
0.7000,8.0000,4096.0000,1790.8994,1791.9859,1423.5000,1403.5000,18017002.0000
0.7000,16.0000,32.0000,1650.3023,1637.8993,1286.5000,1286.5000,16499620.0000
0.7000,16.0000,64.0000,1746.0229,1749.4893,1355.0000,1332.5000,17571407.0000
0.7000,16.0000,128.0000,1774.8872,1792.2428,1367.0000,1360.5000,17949268.0000
0.7000,16.0000,256.0000,1721.5781,1737.1185,1363.0000,1372.0000,17408522.0000
0.7000,16.0000,512.0000,1736.8479,1745.7611,1398.5000,1368.5000,17519164.0000
0.7000,16.0000,1024.0000,1865.4557,1815.0820,1403.5000,1408.5000,18387840.0000
0.7000,16.0000,2048.0000,1861.7939,1841.1268,1389.5000,1403.5000,18574518.0000
0.7000,16.0000,4096.0000,1920.9711,1928.7415,1427.0000,1460.5000,19367673.0000
0.7000,32.0000,32.0000,1651.7941,1652.8006,1300.5000,1294.0000,16609921.0000
0.7000,32.0000,64.0000,1650.0893,1658.6853,1290.5000,1295.5000,16643684.0000
0.7000,32.0000,128.0000,1674.6986,1653.0474,1332.0000,1322.0000,16677081.0000
0.7000,32.0000,256.0000,1696.3835,1696.4483,1357.0000,1320.5000,17046352.0000
0.7000,32.0000,512.0000,1756.0781,1751.8713,1362.5000,1339.5000,17617104.0000
0.7000,32.0000,1024.0000,1709.1827,1699.9087,1332.5000,1333.5000,17111992.0000
0.7000,32.0000,2048.0000,1770.4199,1758.2705,1374.0000,1392.0000,17719668.0000
0.7000,32.0000,4096.0000,1801.8519,1804.9120,1460.0000,1413.0000,18142841.0000
0.9000,2.0000,32.0000,1687.8106,1657.8237,NaN,1300.0000,16695983.0000
0.9000,2.0000,64.0000,1663.6426,1639.6417,NaN,1279.5000,16505397.0000
0.9000,2.0000,128.0000,1751.4749,1753.8999,NaN,1332.0000,17621253.0000
0.9000,2.0000,256.0000,1717.5000,1710.6886,NaN,1329.5000,17199491.0000
0.9000,2.0000,512.0000,1802.5789,1775.7722,NaN,1350.0000,17869767.0000
0.9000,2.0000,1024.0000,1739.2495,1717.5411,NaN,1353.5000,17286364.0000
0.9000,2.0000,2048.0000,1804.1074,1763.9930,NaN,1375.5000,17783340.0000
0.9000,2.0000,4096.0000,1905.7373,1857.6000,NaN,1430.0000,18719485.0000
0.9000,4.0000,32.0000,1797.0412,1800.2585,NaN,1305.0000,18083135.0000
0.9000,4.0000,64.0000,1699.0170,1682.2009,NaN,1275.5000,16923089.0000
0.9000,4.0000,128.0000,1672.4133,1654.3288,NaN,1299.0000,16648354.0000
0.9000,4.0000,256.0000,1741.2805,1732.5520,NaN,1295.0000,17421509.0000
0.9000,4.0000,512.0000,1734.9990,1703.1327,NaN,1354.0000,17150770.0000
0.9000,4.0000,1024.0000,1821.4054,1785.5315,NaN,1379.5000,17984325.0000
0.9000,4.0000,2048.0000,1789.6901,1776.6894,NaN,1380.5000,17895288.0000
0.9000,4.0000,4096.0000,1890.7121,1806.8490,NaN,1422.0000,18263448.0000
0.9000,8.0000,32.0000,1650.5131,1663.7040,NaN,1282.0000,16715049.0000
0.9000,8.0000,64.0000,1644.0921,1631.1483,NaN,1295.5000,16414066.0000
0.9000,8.0000,128.0000,1652.5142,1654.5756,NaN,1295.5000,16629751.0000
0.9000,8.0000,256.0000,1715.8360,1681.1344,NaN,1329.5000,16935395.0000
0.9000,8.0000,512.0000,1818.8138,1810.7026,NaN,1347.0000,18212802.0000
0.9000,8.0000,1024.0000,1780.3618,1784.3072,NaN,1350.5000,17935122.0000
0.9000,8.0000,2048.0000,1884.5086,1857.4417,NaN,1379.5000,18714208.0000
0.9000,8.0000,4096.0000,1888.2686,1870.3174,NaN,1453.5000,18838776.0000
0.9000,16.0000,32.0000,1740.3576,1740.5419,NaN,1324.0000,17499945.0000
0.9000,16.0000,64.0000,1852.7893,1798.2432,NaN,1288.5000,18133024.0000
0.9000,16.0000,128.0000,1904.6345,1918.3139,NaN,1365.0000,19267821.0000
0.9000,16.0000,256.0000,1721.0768,1696.7054,NaN,1333.5000,17083765.0000
0.9000,16.0000,512.0000,1765.7256,1786.3369,NaN,1383.0000,17936891.0000
0.9000,16.0000,1024.0000,1787.9700,1795.9966,NaN,1374.0000,18049159.0000
0.9000,16.0000,2048.0000,1814.2641,1829.6166,NaN,1402.0000,18400420.0000
0.9000,16.0000,4096.0000,1878.5837,1867.8908,NaN,1462.5000,18807910.0000
0.9000,32.0000,32.0000,1674.2564,1672.1000,NaN,1317.0000,16818306.0000
0.9000,32.0000,64.0000,1733.9115,1679.3744,NaN,1308.5000,16946719.0000
0.9000,32.0000,128.0000,1731.6209,1682.0604,NaN,1319.0000,16958319.0000
0.9000,32.0000,256.0000,1769.5125,1714.3418,NaN,1343.0000,17293439.0000
0.9000,32.0000,512.0000,1742.7953,1729.9753,NaN,1356.0000,17402855.0000
0.9000,32.0000,1024.0000,1854.4757,1816.7306,NaN,1373.0000,18301162.0000
0.9000,32.0000,2048.0000,1814.0764,1841.5261,NaN,1396.5000,18502675.0000
0.9000,32.0000,4096.0000,1988.3668,1968.6096,NaN,1493.0000,19824778.0000
